StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,check_game,check_bucket_boy_1,check_bucket_girl_1,check_bucket_boy_2,check_bucket_girl_2,check_bucket_boy_3,check_bucket_girl_3,check_sample_boy_1,check_sample_girl_1,check_sample_boy_2,check_sample_girl_2,fc_expl_indiv_1,fc_expl_indiv_2,fc_expl_indiv_3,fc_expl_indiv_4,normative_group_1,normative_group_2,inductivePoten_0,inductivePoten_1,inductivePoten_2,innateness_switch_01,innateness_switch_02,innateness_switch_03,innateness_switch_1,innateness_switch_2,check_attn_0,check_attn_1,check_attn_2,age,gender,gender_4_TEXT,race,race_15_TEXT,ed,comment_1,comment_2,comment_3,randomCode,context,explanation,cb,race_15_TEXT - Topics
2019-04-22 09:13:55,2019-04-22 09:17:09,IP Address,100,194,True,2019-04-22 09:17:10,R_UQHLQfvwvZ67eoh,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,37,Female,,White/European American,,"Master's (M.A., M.S.)",No,I don't know,na,805498,nonstructural,control,girlsGreen,
2019-04-22 09:17:42,2019-04-22 09:17:49,IP Address,100,6,True,2019-04-22 09:17:50,R_3jTf9I0QRomlSe7,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22 09:15:46,2019-04-22 09:18:19,IP Address,100,153,True,2019-04-22 09:18:20,R_W9uTbP8hbTarc09,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Yellow bucket is bigger,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",none,game,none,436401,nonstructural,control,girlsYellow,
2019-04-22 08:46:52,2019-04-22 09:19:00,IP Address,100,1927,True,2019-04-22 09:19:00,R_1kMsvsRg1oRamwt,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,Black/African American,,"Master's (M.A., M.S.)",no,perceptions on children abilities,,658374,structural,control,girlsGreen,
2019-04-22 09:01:20,2019-04-22 09:19:00,IP Address,100,1060,True,2019-04-22 09:19:01,R_3iRqjw08Z4ZHEAT,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,25,Female,,White/European American,,High school/GED,No,It was just a decision making study.,"There's no need to say it's a children's book. Children wouldn't be able to understand it, with the wording issues, I don't think.",762784,structural,control,girlsYellow,
2019-04-22 09:11:07,2019-04-22 09:19:05,IP Address,100,477,True,2019-04-22 09:19:06,R_2YeTkNqktrVVieV,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,39,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,gender and color preference,no,513634,nonstructural,control,girlsYellow,
2019-04-22 09:18:24,2019-04-22 09:20:16,IP Address,100,112,True,2019-04-22 09:20:17,R_t0py4Z8EDkwA0OB,anonymous,EN,I do consent to participate,Yes,,,,,Green bucket is bigger,The same size,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Not okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball","Maybe
Yellow-Ball",,23,Female,,"White/European American,Click to write Choice 8",,Some college,na,na,na,788417,structural,formal,girlsGreen,
2019-04-22 09:17:12,2019-04-22 09:20:53,IP Address,100,221,True,2019-04-22 09:20:54,R_8pPs1AnJPZBVdVT,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,35,Male,,White/European American,,Some college,na,Children's game,na,586911,structural,control,girlsYellow,
2019-04-22 09:17:23,2019-04-22 09:21:58,IP Address,100,275,True,2019-04-22 09:21:58,R_3MuqbOETabJXs4P,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,Black/African American,,"Bachelor's (B.A., B.S.)","No, everything was fine, thanks.",Seeing if we think people change when put under certain circumstances.,Nothing that I can think of.,245180,nonstructural,formal,girlsYellow,
2019-04-22 09:19:02,2019-04-22 09:22:16,IP Address,100,194,True,2019-04-22 09:22:16,R_XYQWMBDMgpIY0M1,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,a metaphor for discouraging girls from math and science.,"not a very good metaphor ",135876,structural,control,girlsGreen,
2019-04-22 09:19:18,2019-04-22 09:22:29,IP Address,100,190,True,2019-04-22 09:22:30,R_pLXRNjXWbOmfUJP,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,36,Male,,White/European American,,"Bachelor's (B.A., B.S.)",nothing was confusig,no idea,"no, it was quite simple",590264,nonstructural,formal,girlsYellow,
2019-04-22 09:19:49,2019-04-22 09:22:54,IP Address,100,184,True,2019-04-22 09:22:54,R_2wGMTQtojY2aQDa,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,I'm not sure,N/A,285978,structural,control,girlsYellow,
2019-04-22 09:23:58,2019-04-22 09:24:01,IP Address,100,3,True,2019-04-22 09:24:02,R_2s5OmC7jdP4qcM6,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22 09:18:07,2019-04-22 09:25:05,IP Address,100,417,True,2019-04-22 09:25:06,R_2w4xPIticEJsBrc,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,38,Female,,White/European American,,"Bachelor's (B.A., B.S.)","I clicked on the next page button on one of the pages, and a new question popped up right after I did that. The page advanced without me being able to answer it.",Differences between girls and boys,None,962191,nonstructural,formal,girlsGreen,
2019-04-22 08:48:43,2019-04-22 09:26:55,IP Address,100,2292,True,2019-04-22 09:26:56,R_30i7p6IiG2P2lVA,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Not okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,21,Female,,Click to write Choice 7,,Some college,no,our opinion about children story,nothing,32787,nonstructural,control,girlsGreen,
2019-04-22 09:25:18,2019-04-22 09:29:35,IP Address,100,257,True,2019-04-22 09:29:36,R_2V1uTrzLe5su6sX,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,32,Male,,White/European American,,Some college,none,personal biases between genders,no,146730,nonstructural,control,girlsYellow,
2019-04-22 09:27:30,2019-04-22 09:30:09,IP Address,100,159,True,2019-04-22 09:30:10,R_2Qt8T5vx47mLJZ7,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,33,Female,,White/European American,,Some college,NO,NO,NO,380109,nonstructural,control,girlsGreen,
2019-04-22 09:25:34,2019-04-22 09:31:29,IP Address,100,354,True,2019-04-22 09:31:30,R_3k1VBgrxuKH4vRO,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,36,Female,,White/European American,,High school/GED,no,I don't know,no,163128,structural,formal,girlsYellow,
2019-04-22 09:27:59,2019-04-22 09:31:23,IP Address,100,204,True,2019-04-22 09:31:39,R_2cu4WsnDnzWbAnq,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Green bucket is bigger,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,39,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,217068,nonstructural,formal,girlsGreen,
2019-04-22 09:26:52,2019-04-22 09:33:17,IP Address,100,384,True,2019-04-22 09:33:18,R_1nYEzTe9IEPGN52,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,30,Female,,White/European American,,"Master's (M.A., M.S.)",No,,,529569,structural,control,girlsGreen,
2019-04-22 09:31:25,2019-04-22 09:34:44,IP Address,100,199,True,2019-04-22 09:34:45,R_tEtvTA9CH4JQHdv,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,49,Male,,"White/European American,Click to write Choice 9",,"Master's (M.A., M.S.)",No,"Unsure, to understand how gender biases (enforced or not) are interpreted",,390389,structural,formal,girlsYellow,
2019-04-22 09:10:41,2019-04-22 09:35:49,IP Address,100,1508,True,2019-04-22 09:35:50,R_1DUXcbZYX6SlNtA,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball",,,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,33,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,882742,structural,formal,girlsGreen,
2019-04-22 09:36:25,2019-04-22 09:38:08,IP Address,100,102,True,2019-04-22 09:38:08,R_3DiHD6VyVhgwO0W,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because of the size of the buckets in her classroom,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",,,,649607,nonstructural,formal,girlsGreen,
2019-04-22 09:31:40,2019-04-22 09:38:37,IP Address,100,417,True,2019-04-22 09:38:38,R_qL4rn7dEOGVwbPb,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,24,Male,,White/European American,,Some college,No issues.,Perhaps it is about social reactions to situations,Nothing. Everything was clear and concise.,464969,nonstructural,control,girlsYellow,
2019-04-22 09:35:54,2019-04-22 09:38:56,IP Address,100,181,True,2019-04-22 09:38:56,R_7TLwFYiZE0b9CbT,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,43,Female,,White/European American,,"Master's (M.A., M.S.)",No,To see if people do things just because others do.,Nothing.,318939,nonstructural,formal,girlsYellow,
2019-04-22 09:16:15,2019-04-22 09:39:41,IP Address,100,1405,True,2019-04-22 09:39:41,R_2fcvefeA3gvOQps,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,33,Female,,Black/African American,,Some college,no,No idea,,466302,structural,formal,girlsYellow,
2019-04-22 09:41:18,2019-04-22 09:44:31,IP Address,100,192,True,2019-04-22 09:44:31,R_3LjUciYHGOS37lX,anonymous,EN,I do consent to participate,No,Yellow bucket is bigger,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,Black/African American,,Some college,,,,8577,nonstructural,control,girlsGreen,
2019-04-22 09:44:52,2019-04-22 09:47:18,IP Address,100,145,True,2019-04-22 09:47:18,R_3kOguZfzk55nA6y,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,23,Female,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",none,"gender ",none,490926,structural,control,girlsGreen,
2019-04-22 09:06:56,2019-04-22 09:47:49,IP Address,100,2452,True,2019-04-22 09:47:49,R_3MGx7JZXZfDj4C5,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Not okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,41,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,text of memory power,sometime,244402,structural,control,girlsYellow,
2019-04-22 09:49:59,2019-04-22 09:53:03,IP Address,100,184,True,2019-04-22 09:53:04,R_2Xdl9Z9mcrfziJO,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,White/European American,,High school/GED,no,no idea,no,538215,structural,control,girlsYellow,
2019-04-22 09:50:21,2019-04-22 09:53:26,IP Address,100,185,True,2019-04-22 09:53:27,R_b9pbSZXsNicoCbv,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,,,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,"For sure
Green-Ball",26,Female,,Black/African American,,"Bachelor's (B.A., B.S.)",,,,727029,structural,control,girlsGreen,
2019-04-22 09:50:04,2019-04-22 09:53:28,IP Address,100,204,True,2019-04-22 09:53:29,R_1Iis2AZn9VfHrj5,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,32,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,measuring perceptions and causes,n/a,347271,nonstructural,control,girlsGreen,
2019-04-22 09:49:23,2019-04-22 09:54:30,IP Address,100,307,True,2019-04-22 09:54:31,R_2VsDCioxMcTCF3x,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,37,Female,,"White/European American,Latino/Latina",,"Bachelor's (B.A., B.S.)","I know it's a study, but it was infuriating that boys and girls were separated and their odds were different",gender bias,no,914266,structural,formal,girlsGreen,
2019-04-22 09:24:43,2019-04-22 09:55:01,IP Address,100,1818,True,2019-04-22 09:55:02,R_2DZlBh0XE8lzl2T,anonymous,EN,I do consent to participate,Yes,,,,,The same size,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Not okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,54,Female,,Asian/Asian American,,Some college,No,Childrens,None,141739,structural,formal,girlsGreen,
2019-04-22 09:52:25,2019-04-22 09:55:12,IP Address,100,167,True,2019-04-22 09:55:14,R_31pbMUJYYGkNX1l,anonymous,EN,I do consent to participate,Yes,Yellow bucket is bigger,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,"
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,38,Male,,White/European American,,"Master's (M.A., M.S.)",NO,about a children's story,NO,16481,nonstructural,formal,girlsGreen,
2019-04-22 09:11:48,2019-04-22 09:56:16,IP Address,100,2667,True,2019-04-22 09:56:17,R_3fGJpSsHScGu4Uo,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Green-Ball",,"For sure
Green-Ball",26,Male,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",,,,635139,nonstructural,formal,girlsYellow,
2019-04-22 09:54:51,2019-04-22 10:00:42,IP Address,100,351,True,2019-04-22 10:00:43,R_1hLpM83mmwnOtiQ,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,39,Male,,White/European American,,"Bachelor's (B.A., B.S.)",NA,no clue,NA,27102,structural,formal,girlsGreen,
2019-04-22 09:59:40,2019-04-22 10:01:05,IP Address,100,84,True,2019-04-22 10:01:05,R_2Yof0FMRuXCutmN,anonymous,EN,I do consent to participate,Yes,Same size,Yellow bucket is bigger,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Not okay,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,29,Male,,White/European American,,"Master's (M.A., M.S.)",,Not sure.,,861620,nonstructural,formal,girlsGreen,
2019-04-22 09:57:49,2019-04-22 10:01:18,IP Address,100,208,True,2019-04-22 10:01:19,R_PTFzmf88aiCO4Cd,anonymous,EN,I do consent to participate,Yes,Green bucket is bigger,Same size,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Okay,,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","Maybe
Yellow-Ball",,29,Male,,White/European American,,"Master's (M.A., M.S.)",Nothing else,"For my acknowledge ",Nothing else,174076,nonstructural,control,girlsYellow,
2019-04-22 09:54:47,2019-04-22 10:02:10,IP Address,100,442,True,2019-04-22 10:02:11,R_3JEMUCKg9FRMzUu,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,33,Female,,White/European American,,"Master's (M.A., M.S.)",no,i dont know,no,105852,structural,formal,girlsYellow,
2019-04-22 09:53:22,2019-04-22 10:03:57,IP Address,100,634,True,2019-04-22 10:03:58,R_10IvZZDt1KJIFsl,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,32,Female,,Black/African American,,"Bachelor's (B.A., B.S.)",no,it is good,no,501337,structural,control,girlsYellow,
2019-04-22 10:04:00,2019-04-22 10:05:35,IP Address,100,95,True,2019-04-22 10:05:36,R_1hxOBLIG0SfSan9,anonymous,EN,I do consent to participate,Yes,Same size,Yellow bucket is bigger,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,40,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,141799,nonstructural,control,girlsGreen,
2019-04-22 10:01:14,2019-04-22 10:05:53,IP Address,100,279,True,2019-04-22 10:05:53,R_3HZZzwRtK9W2aDN,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,32,Male,,Black/African American,,Some college,NA,Finding out if people think that the girls and boys bucket colors had anything to do with their choices.,NA,785848,nonstructural,formal,girlsYellow,
2019-04-22 10:03:22,2019-04-22 10:06:45,IP Address,100,202,True,2019-04-22 10:06:45,R_3lywyBldrqg0cE0,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,38,Female,,Black/African American,,"Bachelor's (B.A., B.S.)",it was clear,impressions on what someone would do next,no,323606,structural,control,girlsGreen,
2019-04-22 10:07:24,2019-04-22 10:07:33,IP Address,100,8,True,2019-04-22 10:07:33,R_3M5wH9YzEaQMPEy,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22 10:07:15,2019-04-22 10:08:47,IP Address,100,92,True,2019-04-22 10:08:48,R_3HOhtfb30jxLcpZ,anonymous,EN,I do consent to participate,Yes,Green bucket is bigger,Same size,,,,,Yellow-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,29,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,157656,nonstructural,control,girlsYellow,
2019-04-22 10:05:07,2019-04-22 10:09:57,IP Address,100,290,True,2019-04-22 10:09:58,R_1f1y0dTDGvRgHeG,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,31,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,I do not know,no,492061,structural,control,girlsYellow,
2019-04-22 10:03:49,2019-04-22 10:11:25,IP Address,100,455,True,2019-04-22 10:11:25,R_1llNO5XPKYnjl3f,anonymous,EN,I do consent to participate,Yes,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Green-Ball",,,,"
Yellow-Ball",,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,27,Male,,White/European American,,"Bachelor's (B.A., B.S.)",its good,its improve my skills,its very useful,83537,structural,control,girlsYellow,
2019-04-22 10:07:11,2019-04-22 10:11:54,IP Address,100,282,True,2019-04-22 10:11:54,R_1cZGNkd7Q4QoYoA,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,"gender discrimination ",no,431415,structural,formal,girlsGreen,
