StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,check_game,check_bucket_boy_1,check_bucket_girl_1,check_bucket_boy_2,check_bucket_girl_2,check_bucket_boy_3,check_bucket_girl_3,check_sample_boy_1,check_sample_girl_1,check_sample_boy_2,check_sample_girl_2,fc_expl_indiv_1,fc_expl_indiv_2,fc_expl_indiv_3,fc_expl_indiv_4,normative_group_1,normative_group_2,inductivePoten_0,inductivePoten_1,inductivePoten_2,innateness_switch_01,innateness_switch_02,innateness_switch_03,innateness_switch_1,innateness_switch_2,check_attn_0,check_attn_1,check_attn_2,age,gender,gender_4_TEXT,race,race_15_TEXT,ed,comment_1,comment_2,comment_3,randomCode,context,explanation,cb
2019-05-30 12:17:39,2019-05-30 12:28:59,IP Address,100,680,True,2019-05-30 12:29:00,R_2zjOGdkU3ZqpAy7,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,34,Male,,"White/European American,Latino/Latina",,"Bachelor's (B.A., B.S.)",no,Study of human perception,no,641723,nonstructural,control,girlsYellow
2019-05-30 12:25:03,2019-05-30 12:29:00,IP Address,100,236,True,2019-05-30 12:29:00,R_b3OvPrQOwneCaCR,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because of the size of the buckets in her classroom,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,25,Male,,"Latino/Latina,Click to write Choice 7",,Some college,nope,no idea,nope thanks!,904367,nonstructural,control,girlsGreen
2019-05-30 12:01:16,2019-05-30 12:29:40,IP Address,100,1703,True,2019-05-30 12:29:40,R_12Qh4l4v8OUNHmE,anonymous,EN,I do consent to participate,Yes,Green bucket is bigger,Green bucket is bigger,,,,,,,Green-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,54,Female,,Asian/Asian American,,"Bachelor's (B.A., B.S.)",NO,PROTOCOL DIRECTOR,GOOD,599146,nonstructural,control,girlsGreen
2019-05-30 12:26:21,2019-05-30 12:30:58,IP Address,100,277,True,2019-05-30 12:30:58,R_VR6DNKyKTCIJkIh,anonymous,EN,I do consent to participate,No,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,"perceptions ","no its pretty straightforward ",245828,structural,formal,girlsGreen
2019-05-30 12:26:17,2019-05-30 12:31:15,IP Address,100,298,True,2019-05-30 12:31:16,R_3p0gkpQ1UHPYHQE,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,31,Male,,White/European American,,High school/GED,No issues,Something to do with genders and assumptions,not really,677260,structural,control,girlsGreen
2019-05-30 12:27:09,2019-05-30 12:31:16,IP Address,100,247,True,2019-05-30 12:31:17,R_efawcnZ4du7IeDD,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,59,Male,,White/European American,,Some college,"no, no",Research on gender bias.,no,553888,nonstructural,control,girlsYellow
2019-05-30 12:28:01,2019-05-30 12:31:22,IP Address,100,201,True,2019-05-30 12:31:22,R_2Es3jZK51LnZ5a4,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Green-Ball",,"Maybe
Green-Ball",,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,25,Female,,White/European American,,"Bachelor's (B.A., B.S.)",No.,"I don't know, I guess how we attribute peoples choices (or not choices) to their gender.",Nothing.,849988,structural,formal,girlsYellow
2019-05-30 12:26:28,2019-05-30 12:32:19,IP Address,100,350,True,2019-05-30 12:32:19,R_25sbfXlm3mwwr1G,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,59,Female,,"White/European American,Black/African American,Asian/Asian American",,"Doctoral (Ph.D., J.D., M.D.)",no,gender roles? logical deduction? I don't know for sure.,Make the balls more round. They're kind of oval.,923380,nonstructural,formal,girlsYellow
2019-05-30 12:28:33,2019-05-30 12:32:57,IP Address,100,264,True,2019-05-30 12:32:58,R_2XdMuuBTLElwQX0,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,39,Male,,White/European American,,"Bachelor's (B.A., B.S.)",,,,761368,structural,control,girlsYellow
2019-05-30 12:26:08,2019-05-30 12:34:35,IP Address,100,506,True,2019-05-30 12:34:35,R_2c104gsvYtI8NQ7,anonymous,EN,I do consent to participate,Yes,,,Yellow bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Yellow-Ball",,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,27,Male,,Black/African American,,Some college,,,,2317,structural,formal,girlsYellow
2019-05-30 12:32:57,2019-05-30 12:38:27,IP Address,100,330,True,2019-05-30 12:38:28,R_8eNyuAR4YrL6Nhv,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,24,Male,,Latino/Latina,,"Bachelor's (B.A., B.S.)",No,If maybe boys and girls choose different things just because thats what they are like not because  it is forced on them.,No,542007,nonstructural,control,girlsYellow
2019-05-30 12:35:03,2019-05-30 12:38:32,IP Address,100,208,True,2019-05-30 12:38:32,R_5jB4G3zvPGPMcz7,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,37,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,not sure,,132698,nonstructural,control,girlsGreen
2019-05-30 12:29:28,2019-05-30 12:39:39,IP Address,100,610,True,2019-05-30 12:39:39,R_2dsF72yfBQUgGZK,anonymous,EN,I do consent to participate,Yes,,,,,Green bucket is bigger,Yellow bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,38,Male,,Latino/Latina,,Some college,,"my thoughts on ball preferences ",,397520,structural,control,girlsGreen
2019-05-30 12:34:25,2019-05-30 12:40:16,IP Address,100,350,True,2019-05-30 12:40:16,R_3szEP4uqRvIHUPZ,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,21,Male,,White/European American,,Some college,,,,842513,nonstructural,formal,girlsGreen
2019-05-30 12:38:47,2019-05-30 12:42:41,IP Address,100,234,True,2019-05-30 12:42:42,R_xyYqmAgMz28YGDD,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,Latino/Latina,,Some college,,If we think people should be separated by different colors or not,,284166,structural,control,girlsGreen
2019-05-30 12:35:29,2019-05-30 12:43:26,IP Address,100,477,True,2019-05-30 12:43:26,R_eF3bOgSeFgMMBt7,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,67,Female,,White/European American,,Some college,no problems,gender choices,,312041,nonstructural,formal,girlsYellow
2019-05-30 12:34:44,2019-05-30 12:45:09,IP Address,100,624,True,2019-05-30 12:45:16,R_1FRLrboYE6XsGMF,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,43,Female,,White/European American,,Some college,No nothing at all,Opinions on choices,No none,432421,structural,formal,girlsGreen
2019-05-30 12:43:29,2019-05-30 12:46:14,IP Address,100,164,True,2019-05-30 12:46:15,R_3J1NWsoNkLMeg5d,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because Suzy likes playing Yellow-Ball,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Yellow-Ball",,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,32,Male,,White/European American,,"Bachelor's (B.A., B.S.)",n/a,measuring choices and judgments,no,929965,structural,control,girlsYellow
2019-05-30 12:43:29,2019-05-30 12:47:54,IP Address,100,264,True,2019-05-30 12:47:54,R_324mVJwdHVwnOTo,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,42,Male,,White/European American,,High school/GED,none,"no idea ",nothing,124091,nonstructural,control,girlsYellow
2019-05-30 12:44:45,2019-05-30 12:49:29,IP Address,100,284,True,2019-05-30 12:49:30,R_2979oBW4yrrhBM5,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,39,Male,,White/European American,,"Master's (M.A., M.S.)",No,How people thought about the choices when they were somewhat forced on the kids.,No,72230,structural,formal,girlsYellow
2019-05-30 12:41:16,2019-05-30 12:51:18,IP Address,100,602,True,2019-05-30 12:51:18,R_2TuXRKYGFYmuuQ7,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,32,Male,,Latino/Latina,,Some college,No,To better understand how we think intuitively.,No,576266,nonstructural,formal,girlsGreen
2019-05-30 12:49:46,2019-05-30 12:51:23,IP Address,100,96,True,2019-05-30 12:51:23,R_Oec3yl21NOsIJUZ,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because of the size of the buckets in her classroom,,,,Okay,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,37,Female,,Click to write Choice 8,,Some college,None.,I don't know.,None.,778956,nonstructural,control,girlsYellow
2019-05-30 12:49:45,2019-05-30 12:51:38,IP Address,100,112,True,2019-05-30 12:51:38,R_UyzvHykShaXp6ut,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,25,Female,,White/European American,,"Bachelor's (B.A., B.S.)",,,,219674,nonstructural,control,girlsGreen
2019-05-30 12:48:23,2019-05-30 12:51:44,IP Address,100,201,True,2019-05-30 12:51:45,R_yL3QQ0jzb8dcWjL,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,,,"
Yellow-Ball","For sure
Yellow-Ball",,31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",,I think it's about how people make decisions.,,363996,nonstructural,formal,girlsYellow
2019-05-30 12:56:04,2019-05-30 13:00:42,IP Address,100,278,True,2019-05-30 13:00:43,R_8Gh70nny0JB8yPf,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,61,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,Do people do things because it's easy or because they like it.,No,361480,structural,control,girlsYellow
2019-05-30 12:59:13,2019-05-30 13:03:18,IP Address,100,244,True,2019-05-30 13:03:18,R_1cRGMrid94XbZX6,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball",,,"For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,20,Male,,White/European American,,High school/GED,no,I honestly have no idea,everything was fine and easy to understand,559052,nonstructural,formal,girlsYellow
2019-05-30 12:49:08,2019-05-30 12:55:08,IP Address,100,360,True,2019-05-30 13:10:10,R_31mkXn0i5MX3k4v,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,23,Male,,Click to write Choice 9,,"Bachelor's (B.A., B.S.)",n/a,To see if choice is affected by probability.,n/a,706418,structural,formal,girlsGreen
2019-05-30 13:07:38,2019-05-30 13:12:07,IP Address,100,268,True,2019-05-30 13:12:08,R_Or2M5qu05FOfHwJ,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Okay,"
Yellow-Ball","For sure
Yellow-Ball",,,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,21,Male,,"White/European American,Black/African American",,Some college,,How people want to always do something they're used to playing with instead of trying new stuff,n/a,42054,structural,formal,girlsGreen
2019-05-30 13:02:25,2019-05-30 13:15:19,IP Address,100,774,True,2019-05-30 13:15:20,R_1q1AQIs5OiZCCNe,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,37,Female,,Click to write Choice 7,,"Bachelor's (B.A., B.S.)",No,A research study on language and social categories,None,329096,nonstructural,formal,girlsGreen
2019-05-30 13:14:42,2019-05-30 13:19:45,IP Address,100,302,True,2019-05-30 13:19:45,R_1FLqXRdkWTKvhVW,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","For sure
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,30,Male,,Latino/Latina,,"Bachelor's (B.A., B.S.)",,thoughts on children playing games catered to their gender,,694597,structural,formal,girlsYellow
2019-05-30 13:17:47,2019-05-30 13:21:01,IP Address,100,194,True,2019-05-30 13:21:01,R_3kijRRSixpO10kT,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because of the size of the buckets in her classroom,,,,Okay,"
Green-Ball",,"For sure
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,32,Male,,Latino/Latina,,High school/GED,nope,yellow balls and green balls,add more colored balls,296730,nonstructural,formal,girlsGreen
2019-05-30 13:07:41,2019-05-30 13:21:02,IP Address,100,801,True,2019-05-30 13:21:03,R_2QxueG2uhzp5Usl,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because of the size of the buckets in her classroom,,Not okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,White/European American,,"Bachelor's (B.A., B.S.)",No,A story about children.,,906543,structural,control,girlsGreen
2019-05-30 13:22:18,2019-05-30 13:27:18,IP Address,100,299,True,2019-05-30 13:27:18,R_vB6zdeLf9gqJwNb,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,43,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,"gender conformity ",none,825752,structural,formal,girlsYellow
2019-05-30 13:34:00,2019-05-30 13:45:08,IP Address,100,668,True,2019-05-30 13:45:08,R_OvguUN8G5fNFgFb,anonymous,EN,I do consent to participate,Yes,,,Green bucket is bigger,Yellow bucket is bigger,,,Green-Ball,Yellow-Ball,,,,,Because of the size of the buckets in her classroom,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,,"
Green-Ball",,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,21,Male,,White/European American,,"Bachelor's (B.A., B.S.)",NO,"Read a story written for children, and respond to some questions about characters in the story.
",NO,705983,structural,control,girlsYellow
2019-05-30 13:50:19,2019-05-30 13:50:20,IP Address,100,1,True,2019-05-30 13:50:21,R_2PiY6Pd5fYf9yb0,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 13:51:25,2019-05-30 13:54:23,IP Address,100,177,True,2019-05-30 13:54:23,R_2Y3yJAJefmeY5mW,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Not okay,"
Green-Ball",,"For sure
Green-Ball",,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,26,Male,,White/European American,,Some college,,,,568297,structural,formal,girlsGreen
2019-05-30 15:31:14,2019-05-30 15:38:32,IP Address,100,438,True,2019-05-30 15:38:32,R_126a93waYTUo02l,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,27,Male,,White/European American,,High school/GED,No,Seeing how children would make logical decisions.,No suggestions,945920,nonstructural,control,girlsGreen
2019-05-30 15:33:00,2019-05-30 15:41:39,IP Address,100,518,True,2019-05-30 15:41:39,R_2rNM6rGZyUY5pXy,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Yellow-Ball","Maybe
Yellow-Ball",,"
Yellow-Ball",,,"Maybe
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,29,Female,,Click to write Choice 8,,"Master's (M.A., M.S.)",,,,946679,nonstructural,control,girlsYellow
2019-05-30 15:27:40,2019-05-30 15:44:02,IP Address,100,981,True,2019-05-30 15:44:03,R_2aJjYYBoCSNxCfA,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Not okay,"
Green-Ball",,"Maybe
Green-Ball",,,"
Yellow-Ball","For sure
Yellow-Ball",,"
Yellow-Ball","For sure
Yellow-Ball",,28,Male,,Latino/Latina,,Some college,no problem,"student behaviors ",make different task for students,254063,structural,control,girlsGreen
2019-05-30 15:53:23,2019-05-30 15:57:47,IP Address,100,263,True,2019-05-30 15:57:47,R_2fIEHJrfIJj8MLr,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,,,Yellow-Ball,Green-Ball,,Because Suzy likes playing Green-Ball,,,,Okay,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,31,Male,,Latino/Latina,,"Bachelor's (B.A., B.S.)",,Social behavior,,449119,nonstructural,control,girlsGreen
2019-05-30 15:57:47,2019-05-30 16:03:21,IP Address,100,333,True,2019-05-30 16:03:21,R_pc7X56TDClFJqqB,anonymous,EN,I do consent to participate,Yes,,,,,Yellow bucket is bigger,Green bucket is bigger,,,Yellow-Ball,Green-Ball,,,,Because Suzy likes playing Green-Ball,,Okay,"
Yellow-Ball","Maybe
Yellow-Ball",,,,"
Green-Ball",,"Maybe
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,38,Female,,White/European American,,"Bachelor's (B.A., B.S.)",I did not have any problems with this survey.,The study is about the personal opinions of the people taking this study.,"I do not have any suggestions, I think the survey is amazing as it is.",642832,structural,formal,girlsGreen
2019-05-30 17:45:48,2019-05-30 17:50:02,IP Address,100,253,True,2019-05-30 17:50:02,R_20S8VP6BnAIeoA6,anonymous,EN,I do consent to participate,Yes,Same size,Same size,,,,,Green-Ball,Yellow-Ball,,,Because Suzy likes playing Yellow-Ball,,,,Okay,,"
Green-Ball",,"Maybe
Green-Ball","
Green-Ball",,,,"For sure
Green-Ball","
Yellow-Ball","For sure
Yellow-Ball",,37,Female,,White/European American,,"Bachelor's (B.A., B.S.)",nope,"not sure, peer pressure?",nope,335888,nonstructural,formal,girlsYellow
